total_time,final_rmse,final_mean_distance,final_median_distance,final_max_distance,final_min_distance,final_std_deviation,final_valid_correspondences,final_total_points,iterations_converged,convergence_rate,computation_time,correspondence_accuracy_rate,config_name,run,final_rmse_std,final_mean_distance_std,final_median_distance_std,final_max_distance_std,final_min_distance_std,final_std_deviation_std,total_time_std,computation_time_std,correspondence_accuracy_rate_std
0.5519382953643799,0.024107,0.023861,0.023664,0.03265,0.017755,0.003436,706,1054,,,0.017169,0.6698292220113852,LinearICP_PointToPoint_High,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
