total_time,final_rmse,final_mean_distance,final_median_distance,final_max_distance,final_min_distance,final_std_deviation,final_valid_correspondences,final_total_points,iterations_converged,convergence_rate,computation_time,correspondence_accuracy_rate,config_name,run,final_rmse_std,final_mean_distance_std,total_time_std,computation_time_std,correspondence_accuracy_rate_std
0.4967637856801351,0.024107,0.023861000000000004,,,,,706,1054,,,0.013544333333333334,0.6698292220113852,LinearICP_PointToPoint_High,1,0.0,3.469446951953614e-18,0.033797866531584134,0.0001787537101402067,0.0
