total_time,final_rmse,final_mean_distance,final_median_distance,final_max_distance,final_min_distance,final_std_deviation,final_valid_correspondences,final_total_points,computation_time,correspondence_accuracy_rate,config_name,run,final_rmse_std,final_mean_distance_std,final_median_distance_std,final_max_distance_std,final_min_distance_std,final_std_deviation_std,total_time_std,computation_time_std,correspondence_accuracy_rate_std
0.5482645829518636,0.024107,0.023861000000000004,0.023664,0.03265,0.017755,0.003436,706,1054,0.014090333333333335,0.6698292220113852,LinearICP_PointToPoint_Low,1,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.07643635962346837,0.0006716846151448032,0.0
0.5547288258870443,0.024107,0.023861000000000004,0.023664,0.03265,0.017755,0.003436,706,1054,0.01854966666666667,0.6698292220113852,LinearICP_PointToPoint_Medium,1,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.08038627557283319,0.007315270117288144,0.0
0.5732866923014323,0.024107,0.023861000000000004,0.023664,0.03265,0.017755,0.003436,706,1054,0.016611,0.6698292220113852,LinearICP_PointToPoint_High,1,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.11059685068686469,0.004156585217058189,0.0
0.6709082921346029,0.024078,0.023896,0.023677,0.031509,0.018631,0.002959,712,1054,0.022128333333333333,0.6755218216318785,LinearICP_PointToPlane_Low,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1009860986065227,0.004361305411099857,1.1102230246251565e-16
0.4706490834554036,0.024078,0.023896,0.023677,0.031509,0.018631,0.002959,712,1054,0.015090666666666664,0.6755218216318785,LinearICP_PointToPlane_Medium,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03381105883961705,0.0007331708910994455,1.1102230246251565e-16
0.4557191530863444,0.024078,0.023896,0.023677,0.031509,0.018631,0.002959,712,1054,0.014524,0.6755218216318785,LinearICP_PointToPlane_High,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004576989835711634,9.514550260872332e-05,1.1102230246251565e-16
0.45222028096516925,0.024107,0.023861000000000004,0.023664,0.03265,0.017755,0.003436,706,1054,0.013722666666666666,0.6698292220113852,LinearICP_Colored_PointToPoint_Low,1,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.015567649641652827,0.00044933827890453366,0.0
0.45787588755289715,0.024078,0.023896,0.023677,0.031509,0.018631,0.002959,712,1054,0.017993,0.6755218216318785,LinearICP_Colored_PointToPlane_Low,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01296875088394369,0.004998257563058017,1.1102230246251565e-16
0.7903179327646891,0.024097999999999998,0.023852,0.023644,0.032635,0.017751,0.0034319999999999997,707,1054,0.05334833333333333,0.6707779886148008,LMICP_PointToPoint,1,3.469446951953614e-18,0.0,0.0,0.0,0.0,4.336808689942018e-19,0.026734461276802204,0.00043692435144872363,0.0
1.231663465499878,0.026686,0.026311,0.025573,0.036809,0.019215,0.004461,748,1054,0.08117,0.7096774193548386,LMICP_PointToPlane,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004929992179175718,0.00044359666364840743,1.1102230246251565e-16
0.762070894241333,0.024097999999999998,0.023852,0.023644,0.032635,0.017751,0.0034319999999999997,707,1054,0.05364633333333333,0.6707779886148008,LMICP_Colored_PointToPoint,1,3.469446951953614e-18,0.0,0.0,0.0,0.0,4.336808689942018e-19,0.013760495759036977,0.0007652164544899858,0.0
1.3009673754374187,0.026686,0.026311,0.025573,0.036809,0.019215,0.004461,748,1054,0.081786,0.7096774193548386,LMICP_Colored_PointToPlane,1,0.0,0.0,0.0,0.0,0.0,0.0,0.08594800684069119,0.0002293047462802869,1.1102230246251565e-16
0.7634494304656982,0.032751,0.032179,0.031832,0.043706,0.022729,0.006096,828,1054,0.02989633333333333,0.7855787476280834,SymmetricICP_PointToPoint,1,0.0,0.0,0.0,0.0,0.0,0.0,0.015505893020604006,0.0004916871182187134,0.0
0.9633920192718506,0.032171,0.031639,0.031258,0.042821,0.022967,0.005825,827,1054,0.051507,0.784629981024668,SymmetricICP_PointToPlane,1,0.0,0.0,0.0,0.0,0.0,0.0,0.010055674208032678,0.0003426202951762588,0.0
0.7615737120310465,0.032751,0.032179,0.031832,0.043706,0.022729,0.006096,828,1054,0.029575666666666667,0.7855787476280834,SymmetricICP_Colored_PointToPoint,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01054902716852276,0.0004393664630907664,0.0
0.9874974091847738,0.032171,0.031639,0.031258,0.042821,0.022967,0.005825,827,1054,0.051625333333333336,0.784629981024668,SymmetricICP_Colored_PointToPlane,1,0.0,0.0,0.0,0.0,0.0,0.0,0.023088707847936076,0.0008103046066483631,0.0
